id,name,neighborhood_cleansed,latitude,longitude,host_listings_count,property_type,room_type,accommodates,bedrooms,price,availability_365,review_scores_rating
6400,The Studio Milan,ITALIA,45.44119,9.17813,1,Private room in rental unit,Private room,1,3.0,$100.00,358,4.89
23986,""" Characteristic Milanese flat""",NAVIGLIO GRANDE,45.44806,9.17373,1,Entire rental unit,Entire home/apt,4,1.0,$150.00,363,4.57
392891,Exclusive charming liberty APT,BUENOS AIRES,45.470909,9.216168,2,Entire condo,Entire home/apt,4,1.0,$300.00,358,5.0
256390,"QUIET, ELEGANT, CENTRAL, PERFECT FOR FAIR",BUENOS AIRES,45.47104,9.21638,2,Entire condo,Entire home/apt,2,1.0,$135.00,88,4.88
393671,MILANO appartamento in zona centro - Monte Nero 48,XXII MARZO,45.4569,9.20547,1,Entire rental unit,Entire home/apt,2,1.0,$125.00,173,5.0
37256,COZY FULLY FURNISHED PRIVATE STUDIO CITY CENTER,BUENOS AIRES,45.46884,9.20777,2,Private room in rental unit,Private room,1,1.0,$55.00,0,4.9
394443,Ancient house with modern design,MOLISE,45.45281,9.21758,2,Entire rental unit,Entire home/apt,4,3.0,$150.00,184,4.94
395037,Stunning Flat in Central Milan | Close to subway,BUENOS AIRES,45.4801,9.21057,1,Entire rental unit,Entire home/apt,4,1.0,$109.00,0,4.75
256399,APARTMENT - VIA RIPAMONTI - MILAN,VIGENTINO,45.44549,9.19737,2,Entire condo,Entire home/apt,4,2.0,$60.00,219,4.57
40470,Giacinto Cosy & clean flat near MM1,VIALE CORSICA,45.52023,9.22747,2,Entire rental unit,Entire home/apt,4,2.0,$80.00,327,4.65
287030,AtticCozy-With Rooftop Terrace,BUENOS AIRES,45.4828,9.2143,2,Entire rental unit,Entire home/apt,4,1.0,$93.00,203,4.83
287066,Digital Nomads Home for monthly staying.,BICOCCA,45.51424,9.21428,1,Entire condo,Entire home/apt,1,1.0,$55.00,78,5.0
42732,Darsena Design district BOOKABLE MIN 3 DAYS MAX 15,VIA SAN VITTORE,45.45814,9.17654,1,Entire condo,Entire home/apt,4,1.0,$220.00,359,4.23
297007,Beautiful Very Clean and cozy comfortable bedroom!,REPUBBLICA,45.48445,9.18339,1,Private room in rental unit,Private room,1,1.0,$55.00,98,4.44
396939,"Nice Room Close Stazione Centrale,1 or 2 Guests !!",CERMENTATE,45.48879,9.20251,5,Private room in rental unit,Private room,2,1.0,$41.00,52,4.81
46536,Nico & Cinzia's Pink Suite!,VIALE CORSICA,45.52276,9.22478,1,Entire rental unit,Entire home/apt,5,2.0,$90.00,163,4.59
396940,CHARMING ROOM&TERRACE for 1/2LADIES,WASHINGTON,45.46142,9.16123,5,Private room in rental unit,Private room,2,1.0,$80.00,55,4.84
300095,All you need in a small room,MONTE ROSA,45.470833,9.154911,1,Entire serviced apartment,Entire home/apt,2,,$128.00,355,5.0
55055,BEAUTIFUL MODERN ATTIC CENTER OF MI,BUENOS AIRES,45.48096,9.21686,1,Entire rental unit,Entire home/apt,3,2.0,$145.00,0,5.0
59226,Near Piazza Gae Aulenti silent e reserved flat,CERMENTATE,45.48201,9.19809,1,Entire rental unit,Entire home/apt,2,1.0,$180.00,177,4.0
300780,Il Giardino Privato di Milano,NAVIGLIO GRANDE,45.491676330566406,9.15281581878662,7,Entire condo,Entire home/apt,3,1.0,$90.00,239,4.29
397875,Chalet in the city,FORLANINI,45.46984,9.24201,1,Entire rental unit,Entire home/apt,3,1.0,$43.00,204,4.31
399879,Cozy Attic in Tortona Navigli Design District,PORTA ROMANA,45.451645,9.16631,4,Entire rental unit,Entire home/apt,4,1.0,$124.00,67,4.88
74835,Amazin attic in front of the castle,DUOMO,45.46968,9.17862,1,Entire rental unit,Entire home/apt,2,1.0,$280.00,0,5.0
301889,Vintage House in Milan Downtown with 5 bedrooms,BUENOS AIRES,45.47526,9.20625,3,Entire home,Entire home/apt,8,5.0,$585.00,112,4.82
82227,Your green oasis in Milan's center.,WASHINGTON,45.46389,9.16357,2,Entire rental unit,Entire home/apt,3,1.0,$120.00,364,4.58
303469,Your next cozy retreat in Milano!,WAGNER,45.46009,9.14964,4,Entire rental unit,Entire home/apt,2,1.0,$80.00,297,4.69
400300,Amazing loft in Conservatorio-San Babila,CASTELLO,45.46646,9.20391,3,Entire rental unit,Entire home/apt,4,2.0,$300.00,364,4.86
401916,The flat - SALONE DEL MOBILE 2022,WASHINGTON,45.4614,9.1491,3,Entire rental unit,Entire home/apt,4,1.0,$220.00,0,4.57
84741,Nice room with private bathroom,FORLANINI,45.46935,9.24505,3,Private room in loft,Private room,2,1.0,$37.00,21,4.63
402406,Bright loft with large terrace,REPUBBLICA,45.48396,9.18284,3,Entire rental unit,Entire home/apt,2,1.0,$139.00,14,5.0
402422,"Nice bright quiet apartment, Milan",LORETO,45.44118,9.22237,1,Entire rental unit,Entire home/apt,2,1.0,$100.00,362,4.38
403341,Navigli's Gardens - Milano,GRATOSOGLIO,45.42198,9.17212,1,Private room in rental unit,Private room,4,2.0,$41.00,0,4.83
304050,Good starting point to discover Mi,XXII MARZO,45.45709,9.21531,3,Private room in rental unit,Private room,1,1.0,$45.00,268,4.9
90830,Secret loft with garden on Navigli,NAVIGLIO GRANDE,45.44678,9.16347,15,Entire loft,Entire home/apt,6,2.0,$122.00,246,4.62
309905,"Navigli LOFT, with private garden",PORTA TICINESE,45.44383,9.1786,1,Entire rental unit,Entire home/apt,4,2.0,$150.00,349,4.9
312428,"70's Design Retro Apartment, Heart of Navigli",PORTA TICINESE,45.45129,9.17867,1,Entire condo,Entire home/apt,4,1.0,$85.00,0,4.82
403602,one bed-room with terrace Duomo,DUOMO,45.46116,9.18731,1,Entire condo,Entire home/apt,3,1.0,$190.00,350,4.72
404938,Double room with bathroom-Precotto,VIALE CORSICA,45.51031,9.22374,2,Private room in rental unit,Private room,2,1.0,$40.00,0,4.79
405061,Double room in Milan,VIALE CORSICA,45.51163,9.22556,2,Private room in rental unit,Private room,2,1.0,$40.00,0,5.0
93025,Elegant Apartment - Milano downtown,CASTELLO,45.47169,9.19748,1,Entire rental unit,Entire home/apt,3,1.0,$90.00,0,4.86
317024,Home feeling in Milan Porta Venezia,BUENOS AIRES,45.47663,9.20522,1,Private room in rental unit,Private room,1,1.0,$70.00,0,5.0
329995,your easychic family in MILANO,BUENOS AIRES,45.48553,9.2163,2,Private room in rental unit,Private room,2,1.0,$63.00,0,4.87
93232,Spacious luminous central flat,XXII MARZO,45.4658,9.21551,1,Private room in rental unit,Private room,1,1.0,$55.00,322,4.78
333223,Room Tortona area - Design week 2021,VIA SAN VITTORE,45.46097,9.16431,5,Private room in rental unit,Private room,2,1.0,$250.00,365,5.0
405089,ROOM in CENTER of MILAN near MM1,PADOVA,45.50171,9.22532,1,Private room in rental unit,Private room,1,1.0,$75.00,346,4.33
94233,Nice Loft close to C.so Como Milan,PIOLA,45.48903,9.19147,5,Entire rental unit,Entire home/apt,4,1.0,$95.00,142,4.94
335766,beautiful loft in the trendy area,PORTA TICINESE,45.45206,9.18101,4,Entire rental unit,Entire home/apt,2,1.0,$180.00,192,5.0
98119,NiceRoom & SofàBed under the Roof !,PIOLA,45.48866,9.19323,5,Private room in rental unit,Private room,2,1.0,$65.00,204,4.78
341076,APT 15 min TO CENTER 30 min TO EXPO,PARCO LAMBRO,45.49694,9.23807,1,Entire rental unit,Entire home/apt,3,1.0,$80.00,327,4.88
406218,Bright room for Christmas and January,WASHINGTON,45.46623,9.15929,3,Private room in rental unit,Private room,1,2.0,$60.00,299,5.0
101087,"Flat "" Chiesa Rossa2 in Milan",SARCA,45.43079,9.18234,1,Entire condo,Entire home/apt,4,3.0,$100.00,1,4.88
406353,Studio / Home Office - Porta Genova,NAVIGLIO GRANDE,45.44866,9.17369,1,Entire rental unit,Entire home/apt,4,1.0,$100.00,138,5.0
409123,Antonia   rent   cozy  apartment,GIAMBELLINO,45.45158,9.15188,1,Private room in rental unit,Private room,1,1.0,$27.00,1,4.6
409414,Terrace Room with the Roses Silent,CERMENTATE,45.48058,9.19948,3,Private room in rental unit,Private room,1,1.0,$159.00,345,4.43
344373,Centre Milan like in the country !,PORTA TICINESE,45.4503,9.17947,4,Entire rental unit,Entire home/apt,2,1.0,$150.00,151,5.0
102817,Open Space Loft Navigli Area Milano,SAN CRISTOFORO,45.44465,9.15096,3,Entire rental unit,Entire home/apt,3,1.0,$66.00,68,4.52
344791,RedRoom w/balcony 10min by Navigli,RONCHETTO,45.43835,9.15247,4,Private room in rental unit,Private room,1,1.0,$31.00,90,4.52
409985,GLAM CENTRAL PENTHOUSE,PIOLA,45.49162,9.18314,1,Entire rental unit,Entire home/apt,4,2.0,$146.00,225,4.92
109384,Design apartment Wifi Fiera Mico,WASHINGTON,45.46358,9.15732,1,Entire condo,Entire home/apt,4,1.0,$120.00,348,4.87
410480,Monolocale in condivisione zona Città Studi,CITY LIFE,45.48072,9.237,3,Shared room in rental unit,Shared room,1,1.0,$25.00,36,4.75
345051,AFFITTO TEMPORANEO IN BRERA,NAVIGLIO GRANDE,45.44532,9.17477,7,Entire rental unit,Entire home/apt,3,1.0,$111.00,179,0.0
122514,Brand new apartment in Milan,GIAMBELLINO,45.45032,9.15218,1,Entire rental unit,Entire home/apt,4,1.0,$70.00,123,4.81
346020,Vittoria House,MOLISE,45.45663,9.22249,3,Entire rental unit,Entire home/apt,2,1.0,$76.00,81,
348448,"Centric studio (Brera). Piano, great view, parking",BRERA,45.47617,9.18873,4,Entire rental unit,Entire home/apt,2,,$96.00,355,4.47
411118,TOP POSITION  Bed and Breakfast,BUENOS AIRES,45.47895,9.21853,1,Private room in rental unit,Private room,2,1.0,$56.00,220,4.84
138071,Milan Navigli 1 bedroom flat quaint,NAVIGLIO GRANDE,45.45195,9.16921,1,Entire rental unit,Entire home/apt,4,1.0,$98.00,174,4.32
412833,Elegant and Modern Apartment Next to the Piazza del Duomo,DUOMO,45.46173095703125,9.192668914794922,2,Entire condo,Entire home/apt,5,2.0,$278.00,205,4.88
413624,bella stanza singola con bagno,BUENOS AIRES,45.47177,9.22035,1,Private room in rental unit,Private room,1,1.0,$45.00,0,5.0
414257,Lovely studio in Milan Porta Romana,VIGENTINO,45.45455,9.19759,7,Entire rental unit,Entire home/apt,2,1.0,$140.00,179,3.17
364897,Quiet apartment in the docks area,PORTA TICINESE,45.45461,9.17554,1,Entire rental unit,Entire home/apt,4,1.0,$93.00,0,4.78
364919,FASHION BRIGHT CENTRAL  COUSY FLAT,BUENOS AIRES,45.48395,9.21534,1,Entire rental unit,Entire home/apt,2,1.0,$156.00,157,4.94
140874,Experience a 3 level house in Milan,PIOLA,45.4938,9.18515,5,Private room in loft,Private room,2,1.0,$55.00,166,4.7
414465,Montestella - Casa Indipendente,NAVIGLIO GRANDE,45.49608,9.1381,1,Entire villa,Entire home/apt,10,3.0,$350.00,330,4.63
141833,Piccolo Attico Duomo // 3-18 months stay contract,DUOMO,45.46024,9.18063,9,Entire rental unit,Entire home/apt,2,1.0,$250.00,95,4.91
414550,"Room for 2 guest with bath, milan",CERMENTATE,45.46044,9.10212,6,Private room in condo,Private room,1,1.0,$35.00,20,4.71
414687,room in Milan University District,CITY LIFE,45.48071,9.22748,2,Private room in condo,Private room,1,1.0,$80.00,224,4.71
365083,"In the center of Milan, Brera",BRERA,45.47473,9.18526,1,Private room in rental unit,Private room,1,1.0,$65.00,356,4.92
143329,holiday rental apartment milan central,BUENOS AIRES,45.48263,9.21557,4,Entire rental unit,Entire home/apt,2,1.0,$63.00,225,4.64
367858,Cozy flat in Tortona Quarter,PORTA ROMANA,45.45462,9.16856,1,Entire rental unit,Entire home/apt,2,1.0,$105.00,157,4.61
370033,Fancy roomy apt close to Duomo & Stazione Centrale,BUENOS AIRES,45.47547,9.20428,2,Entire rental unit,Entire home/apt,2,1.0,$106.00,9,4.81
415534,Two-room flat in the City Center,SARPI,45.48147,9.17606,1,Entire rental unit,Entire home/apt,2,1.0,$120.00,112,4.88
416072,LOFT in Courtyard old Milan near MM 1,LORETO,45.48973,9.21783,2,Entire home,Entire home/apt,5,1.0,$120.00,263,4.77
416539,8piano TERRAZZA SILENZIO DOPPIA,CERMENTATE,45.4793,9.19937,3,Private room in bed and breakfast,Private room,2,1.0,$269.00,350,4.71
153925,In the heart of the city - Tortona Design Week,PORTA ROMANA,45.45648,9.15762,1,Entire rental unit,Entire home/apt,4,1.0,$77.00,79,4.85
417903,Villa Maraviglia 2° camera,SARPI,45.47973,9.17676,6,Private room in condo,Private room,2,1.0,$50.00,82,4.58
418415,The round house of Navigli,NAVIGLIO GRANDE,45.45232,9.17111,1,Entire rental unit,Entire home/apt,6,2.0,$300.00,28,5.0
374326,CLAIRE'S HOME- tiny cozy bedroom+ private bathroom,BUENOS AIRES,45.47336,9.2148,2,Private room in rental unit,Private room,2,1.0,$39.00,0,4.96
375429,B&B in loft with terrace 360° Milan,FORLANINI,45.46902,9.24435,7,Entire loft,Entire home/apt,5,2.0,$69.00,151,5.0
155720,matrimoni red room on Canals center,NAVIGLIO GRANDE,45.44512,9.16682,4,Private room in home,Private room,2,1.0,$40.00,242,4.48
375710,EXPO DOWNTOWN Sempione Castello,SARPI,45.47898,9.17429,3,Entire rental unit,Entire home/apt,2,1.0,$41.00,172,4.62
419218,Open Space 90mq con cortile privato |  Metro Rossa,LORETO,45.49173,9.222817,1,Entire loft,Entire home/apt,4,1.0,$92.00,334,4.79
420988,"Central quiet apart. in Milan,   design and charm",CERMENTATE,45.47842,9.19915,10,Entire rental unit,Entire home/apt,2,1.0,$95.00,18,4.57
161605,Green private room and bath,MOLISE,45.45666,9.2235,2,Private room in rental unit,Private room,1,1.0,$130.00,354,0.0
423437,Fish House,PORTA TICINESE,45.44754,9.17709,1,Entire rental unit,Entire home/apt,3,2.0,$72.00,258,5.0
379677,Loft Bovisa,BOVISA,45.50024,9.16973,1,Entire loft,Entire home/apt,6,2.0,$500.00,365,5.0
381512,CAIROLI TUBE-DUOMO DOWNTOWN-SUPER WIFI-NETFLIX,DUOMO,45.46809,9.18266,3,Entire rental unit,Entire home/apt,2,1.0,$500.00,138,4.74
425205,LOVELY FLAT CENTRE NAVIGLI MILANO,NAVIGLIO GRANDE,45.45236,9.17744,1,Entire rental unit,Entire home/apt,2,1.0,$30.00,0,5.0
171017,"Charming Terrace Flat with Veranda, 15 min Centre",LORETO,45.495,9.21591,1,Entire rental unit,Entire home/apt,3,,$72.00,303,4.72
427820,Stanza singola in Chinatown,SARPI,45.48126,9.17609,1,Private room in rental unit,Private room,1,1.0,$65.00,354,4.79
428714,Cozy 2 to 4ppl apartment in Milan!,BAGGIO,45.46666,9.09233,1,Entire rental unit,Entire home/apt,4,1.0,$75.00,296,4.67
385378,villa maraviglia room 1,SARPI,45.48148,9.17603,6,Private room in rental unit,Private room,2,1.0,$85.00,264,4.82
386235,Lovely apt in the hearth of Milan,LORETO,45.48957,9.21325,1,Entire rental unit,Entire home/apt,2,1.0,$350.00,0,4.0
387543,Apartment in Milan,SARCA,45.43685,9.18413,1,Entire rental unit,Entire home/apt,3,1.0,$35.00,0,4.65
172600,Stay at 100m from FieraMilanoCity,MONTE ROSA,45.48229,9.14725,1,Entire rental unit,Entire home/apt,5,1.0,$84.00,0,4.92
429124,silenziosa stanza singola in centro,PIOLA,45.48876,9.15969,1,Private room in rental unit,Private room,1,1.0,$85.00,0,
179197,300 yr. old Loft Central Milan,PORTA TICINESE,45.45034,9.17841,1,Entire rental unit,Entire home/apt,4,1.0,$75.00,0,4.75
390076,Apartment 2 mins from Bocconi Univ,VIGENTINO,45.44975,9.19208,2,Entire rental unit,Entire home/apt,3,2.0,$81.00,205,4.79
181682,Bedroom+bathroom_Milan City Centre,VIGENTINO,45.45681,9.19351,1,Private room in rental unit,Private room,1,1.0,$93.00,212,4.77
391334,stanza doppia molto tranquilla,PADOVA,45.50292,9.23328,5,Private room in rental unit,Private room,2,1.0,$35.00,295,4.56
392296,Navigli Double Bed Apartment,PORTA TICINESE,45.45175,9.1804,1,Entire rental unit,Entire home/apt,2,1.0,$135.00,87,4.81
430409,Charming apartment in Milan,SAN CRISTOFORO,45.44383,9.15278,1,Entire rental unit,Entire home/apt,2,1.0,$65.00,174,4.7
430860,La stanza blu del Lambro,PARCO LAMBRO,45.49251,9.23157,1,Private room in condo,Private room,2,1.0,$56.00,245,4.64
431719,Stroll to the Duomo from a Plush Penthouse Apartment,DUOMO,45.4607,9.18653,1,Entire rental unit,Entire home/apt,6,3.0,$849.00,82,4.94
181914,Old fashion Classica-Milano House,SAN CRISTOFORO,45.44358,9.1558,4,Entire rental unit,Entire home/apt,4,2.0,$59.00,37,4.46
432373,SALONE DEL MOBILE - Design Week,CITY LIFE,45.48415,9.2346,1,Entire rental unit,Entire home/apt,4,1.0,$130.00,0,
392515,NICE ATMOSPHER NEAR CENTRAL STATION,CERMENTATE,45.48934,9.20258,5,Private room in rental unit,Private room,4,1.0,$55.00,55,4.82
189441,A cozy loft in Milan fully equipped,BOVISASCA,45.51503,9.15899,6,Private room in loft,Private room,1,1.0,$40.00,76,4.69
538175,Loft with garden on Naviglio Grande,SAN CRISTOFORO,45.4462,9.15515,1,Entire loft,Entire home/apt,3,1.0,$100.00,82,4.13
541221,2 rooms apartment in downtown Milan,PORTA TICINESE,45.45427,9.17764,2,Entire rental unit,Entire home/apt,3,1.0,$99.00,68,4.25
541668,Two-rooms Apartment | 50 meters from Metro,LORETO,45.439026,9.223157,1,Entire condo,Entire home/apt,3,1.0,$59.00,180,4.89
432492,Charming little loft central Milan,PAGANO,45.47986,9.16357,1,Entire rental unit,Entire home/apt,5,1.0,$118.00,160,4.67
434334,ROOFTOP APARTMENT-DUOMO - Disinfection protocols,DUOMO,45.46132,9.18413,1,Entire rental unit,Entire home/apt,2,1.0,$197.00,97,4.95
434379,Cool apartment in the city center,VIA SAN VITTORE,45.45834,9.17165,4,Entire rental unit,Entire home/apt,2,1.0,$116.00,224,4.91
189457,Bright Openspace in city centre,WASHINGTON,45.46267,9.15929,1,Entire rental unit,Entire home/apt,4,1.0,$145.00,173,4.91
434834,solari/tortona short term rental cozy apartment,PORTA ROMANA,45.45601,9.16191,1,Entire rental unit,Entire home/apt,2,1.0,$100.00,354,4.67
206450,"Porta Romana, it's so Milan",PORTA ROMANA,45.45238,9.20745,1,Entire condo,Entire home/apt,2,1.0,$120.00,173,4.97
440465,Ideal room for your Milan experience,SARCA,45.43267059326172,9.183494567871094,3,Private room in rental unit,Private room,3,1.0,$44.00,90,4.58
544809,2 km DUOMO wifi aircon PortaRomana,PORTA ROMANA,45.44973,9.20314,8,Entire rental unit,Entire home/apt,2,1.0,$63.00,295,4.25
218379,AMAZING LOFT NAVIGLI - PRIVATE ROOM,NAVIGLIO GRANDE,45.45017,9.17305,3,Private room in loft,Private room,1,1.0,$90.00,204,4.78
553285,MILANO CENTRAL LUXURY - 3 BDR - 7 Guests,CERMENTATE,45.48309,9.20435,31,Entire rental unit,Entire home/apt,7,3.0,$377.00,120,4.82
564917,Nice single room near Lambrate,PARCO LAMBRO,45.49113,9.24909,1,Private room in rental unit,Private room,1,1.0,$84.00,362,4.44
445662,SpecialOffer for students in Milano,PIOLA,45.48791,9.19339,5,Private room in rental unit,Private room,1,1.0,$39.00,159,5.0
219701,Double bedroom in a 3 level apt,PIOLA,45.49426,9.18571,5,Private room in rental unit,Private room,2,1.0,$55.00,13,4.59
222900,pretty apt-navigli-expo,PORTA ROMANA,45.4502,9.16066,1,Entire rental unit,Entire home/apt,3,1.0,$70.00,225,4.46
224432,"Really bright flat, downtown Milan",XXII MARZO,45.46433,9.20965,4,Entire rental unit,Entire home/apt,4,1.0,$94.00,98,4.91
451086,Moscova next to Parco Sempione studio,SARPI,45.47769,9.17984,7,Entire rental unit,Entire home/apt,2,1.0,$100.00,276,4.49
451490,Old Milan close to Duomo and Centre,DUOMO,45.46004,9.18,1,Entire rental unit,Entire home/apt,4,1.0,$100.00,26,4.82
566637,DREAM GARDEN CITY CENTER ON SUBWAY!,BUENOS AIRES,45.48048,9.21135,6,Entire condo,Entire home/apt,7,3.0,$219.00,299,4.78
226939,A corner of London in Milan,NAVIGLIO GRANDE,45.50001,9.14531,1,Private room in loft,Private room,3,1.0,$70.00,365,5.0
567935,Fantastic Apartment in the City Centre,PORTA TICINESE,45.45599,9.18636,1,Entire rental unit,Entire home/apt,2,1.0,$60.00,227,4.84
460175,pedestrian area in  milano heart,SARPI,45.48096,9.1709,9,Private room in bed and breakfast,Private room,2,1.0,$148.00,357,4.0
229880,central apartment with retro style.,PIOLA,45.4905,9.18669,2,Entire rental unit,Entire home/apt,2,1.0,$99.00,352,4.93
462229,Private room&private bathroom-WIFI,VIALE CORSICA,45.51837,9.23094,3,Private room in rental unit,Private room,2,1.0,$66.00,160,4.83
464371,"EXPO - Nice loft in Milan ""Navigli""",SAN CRISTOFORO,45.44745,9.15581,1,Entire rental unit,Entire home/apt,3,2.0,$200.00,364,4.85
579191,Elegant Loft Conversion Ex Marble Workshop,SAN CRISTOFORO,45.44702,9.15458,20,Entire loft,Entire home/apt,4,1.0,$198.00,299,4.84
584568,2 B&B in Milan with trees & metro,GALLARATESE,45.49677,9.12337,3,Private room in rental unit,Private room,2,1.0,$69.00,314,4.59
233795,Luxury B&B Antica Brera,BRERA,45.47095,9.1843,6,Entire condo,Entire home/apt,4,2.0,$277.00,357,4.71
589496,"Bright center MI subway lines1,2 &3",BUENOS AIRES,45.48226,9.21273,6,Entire rental unit,Entire home/apt,5,1.0,$111.00,312,4.75
466141,Duomo Loft,DUOMO,45.46255,9.1896,1,Entire rental unit,Entire home/apt,4,1.0,$70.00,0,4.72
234090,Nice double room in Milan Downtown,BUENOS AIRES,45.47523,9.20644,3,Private room in bed and breakfast,Private room,1,1.0,$45.00,0,4.72
470014,LARGE DOUBLE OR TWIN ROOM,REPUBBLICA,45.48708,9.19665,4,Private room in rental unit,Private room,1,1.0,$35.00,348,5.0
601343,Settala,CERMENTATE,45.484,9.20757,47,Entire rental unit,Entire home/apt,5,1.0,$89.00,0,4.22
234244,"Charming Nest, Central, Fiber-Optic",PORTA TICINESE,45.45768,9.17713,3,Entire rental unit,Entire home/apt,6,3.0,$488.00,342,4.91
602405,TICINESE monastery close  DUOMO,PORTA TICINESE,45.45644,9.17875,2,Entire rental unit,Entire home/apt,5,2.0,$241.00,0,4.71
470276,orange room matrimonial navigli,NAVIGLIO GRANDE,45.44513,9.16566,4,Private room in home,Private room,2,1.0,$50.00,50,4.01
470284,single room on navigli canals cente,NAVIGLIO GRANDE,45.44572,9.16718,4,Private room in home,Private room,1,1.0,$33.00,173,4.46
470295,white doublebed on navigli center,NAVIGLIO GRANDE,45.44528,9.16734,4,Private room in home,Private room,2,1.0,$43.00,269,4.29
253394,B&B in Comfort Room!,GRATOSOGLIO,45.4087,9.17379,1,Private room in rental unit,Private room,2,2.0,$28.00,234,4.59
472998,il focolare domestico,WAGNER,45.45712,9.14246,1,Private room in rental unit,Private room,2,1.0,$40.00,159,4.79
255276,Camera doppia per studentesse Bocconi,ITALIA,45.44187,9.1825,8,Shared room in rental unit,Shared room,1,1.0,$36.00,206,
478445,Cozy flat in Central Milan,VIGENTINO,45.44899,9.19354,1,Entire rental unit,Entire home/apt,2,1.0,$80.00,0,4.5
491033,Room loft nightlife in Milan Center,VIGENTINO,45.45143,9.19403,2,Private room in rental unit,Private room,4,1.0,$90.00,215,5.0
494968,CHARMING  APARTMENT WITH GARDEN,PARCO LAMBRO,45.49981,9.24222,1,Entire rental unit,Entire home/apt,2,1.0,$100.00,0,
496359,Special Rate!!!,PORTA ROMANA,45.4382,9.2011,3,Private room in bed and breakfast,Private room,3,1.0,$80.00,0,
496612,GORGEOUS 6PEOPLE 10 mins Duomo wif,PORTA ROMANA,45.44905,9.19988,8,Entire condo,Entire home/apt,4,1.0,$64.00,215,4.37
605038,Unique Studio Brera Design District,SARPI,45.47809,9.18049,1,Entire rental unit,Entire home/apt,2,1.0,$164.00,364,4.91
255543,Stanza Blu in Milan - Navigli Area,PORTA TICINESE,45.44281,9.18019,1,Private room in rental unit,Private room,3,1.0,$37.00,213,4.46
833602,Beautiful flat in Milano center !!!,BUENOS AIRES,45.48234,9.2107,1,Entire rental unit,Entire home/apt,2,1.0,$76.00,185,4.93
614814,Garibaldi Suite MM2-MM5,REPUBBLICA,45.48326,9.18247,2,Entire rental unit,Entire home/apt,4,1.0,$114.00,42,4.8
841823,SLEEPING PLACE DOUBLE BED MEZZANINE,GIAMBELLINO,45.44489,9.12682,1,Entire rental unit,Entire home/apt,4,1.0,$40.00,173,5.0
504777,Nice flat Fiera/Tortona District!,WASHINGTON,45.45845,9.15358,2,Entire rental unit,Entire home/apt,3,1.0,$90.00,0,5.0
846463,Lovely Apartament,PIOLA,45.48801,9.19221,1,Entire rental unit,Entire home/apt,2,1.0,$186.00,354,5.0
621791,Porta Vigentina Triplex in City Center,VIGENTINO,45.45584,9.19557,33,Entire rental unit,Entire home/apt,3,2.0,$120.00,6,4.57
849465,Casa Olivia,SARPI,45.48418,9.17031,1,Private room in rental unit,Private room,1,1.0,$45.00,94,4.79
626619,monolocale  istituto oncologico mi,RIPAMONTI,45.42621,9.20282,9,Entire home,Entire home/apt,2,1.0,$110.00,0,0.0
629268,"Lussuoso Loft di 110 mq a Milano, Porta Romana",PORTA ROMANA,45.45161,9.20991,1,Entire loft,Entire home/apt,2,1.0,$350.00,0,
638106,2 Stanze tra il Centro e i Navigli,PORTA TICINESE,45.45583,9.17492,3,Private room in rental unit,Private room,4,2.0,$80.00,0,5.0
645829,Lovely room close to MM1 to EXPO,MONTE ROSA,45.47536,9.15008,1,Private room in rental unit,Private room,2,1.0,$100.00,0,
509142,Milano centro bilocale vicino Duomo,XXII MARZO,45.46023,9.20951,2,Entire rental unit,Entire home/apt,2,1.0,$82.00,174,4.49
509374,milano central  50 mq all parquet,SARPI,45.48141,9.17559,3,Entire rental unit,Entire home/apt,2,1.0,$97.00,364,4.57
868679,Suitelowcost Corso Venezia,DUOMO,45.46848,9.1992,13,Entire condo,Entire home/apt,4,1.0,$343.00,264,4.61
524751,Cozy Room | Navigli area SouthMilan,SARCA,45.43723,9.17738,1,Private room in rental unit,Private room,2,1.0,$38.00,0,4.87
527181,STUDIO FLAT 40 MQ NEXT TO CENTRE,CITY LIFE,45.48586,9.22725,1,Entire rental unit,Entire home/apt,2,1.0,$60.00,110,0.0
652308,Artist's Apartment in Milano Brera,BRERA,45.47541,9.18429,1,Entire rental unit,Entire home/apt,4,1.0,$100.00,82,4.81
870535,Queen size room in a 3 room flat,CA` GRANDA,45.50774,9.19108,1,Private room in rental unit,Private room,2,1.0,$29.00,0,5.0
874681,colourful - cozy little apartment,CITY LIFE,45.48173,9.23403,1,Entire rental unit,Entire home/apt,2,1.0,$85.00,241,4.83
665967,"Apartment in Porta Romana, a true Milan experience",PORTA ROMANA,45.44918,9.21,1,Entire rental unit,Entire home/apt,4,1.0,$100.00,320,4.92
667264,Room in gorgeous villa in Milano!,BARONA,45.43407,9.14586,1,Private room in villa,Private room,2,1.0,$39.00,315,4.67
528331,Stanza Privata_Vicino al centro_NoLo,LORETO,45.49095,9.2171,1,Private room in guest suite,Private room,2,1.0,$44.00,93,4.8
530224,"Comfy and quiet, great location",LORETO,45.48966,9.20982,2,Entire rental unit,Entire home/apt,4,1.0,$92.00,272,4.85
536375,Viafarini in residence | Orange,PIOLA,45.49064,9.18425,6,Entire rental unit,Entire home/apt,3,1.0,$100.00,158,3.87
1012803,Luxury!Design week 34mt VERY CENTER,DUOMO,45.45725,9.18388,1,Private room in condo,Private room,2,1.0,$166.00,365,3.0
667941,Comfort and Convenience in Milano.,LAMBRATE,45.47668,9.24876,1,Private room in condo,Private room,2,1.0,$189.00,365,5.0
